seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr8	20054870	20054880	11	*	X07547	526	20054704	20079207	24504	+	0	inside	165	ATP6V1B2
chr8	21646308	21646319	12	*	X07554	2675	21549530	21646346	96817	-	0	inside	26	GFRA2
chr8	21647169	21647177	9	*	X07555	2675	21549530	21646346	96817	-	822	upstream	822	GFRA2
chr8	21647180	21647188	9	*	X07556	2675	21549530	21646346	96817	-	833	upstream	833	GFRA2
chr8	21647791	21647802	12	*	X07557	2675	21549530	21646346	96817	-	1444	upstream	1444	GFRA2
chr8	22224816	22224824	9	*	X07569	23516	22224762	22291640	66879	+	0	inside	53	SLC39A14
chr8	22298453	22298461	9	*	X07572	5533	22298483	22398657	100175	+	21	upstream	21	PPP3CC
chr8	22298591	22298599	9	*	X07573	5533	22298483	22398657	100175	+	0	inside	107	PPP3CC
chr8	22408725	22408735	11	*	X07574	10174	22409251	22433008	23758	+	515	upstream	515	SORBS3
chr8	22408759	22408769	11	*	X07575	10174	22409251	22433008	23758	+	481	upstream	481	SORBS3
chr8	22456088	22456098	11	*	X07577	541565	22457114	22461662	4549	+	1015	upstream	1015	C8orf58
chr8	22551835	22551843	9	*	X07588	1960	22545174	22550815	5642	-	1019	upstream	1019	EGR3
chr8	22960460	22960468	9	*	X07595	8794	22960327	22974950	14624	+	0	inside	132	TNFRSF10C
chr8	23021510	23021520	11	*	X07596	8793	22993101	23021543	28443	-	0	inside	22	TNFRSF10D
chr8	23315238	23315246	9	*	X07604	9583	23243442	23315244	71803	-	0	overlapStart	0	ENTPD4
chr8	23565071	23565080	10	*	X07610	137814	23559964	23564111	4148	-	959	upstream	959	NKX2-6
chr8	23712506	23712514	9	*	X07615	6781	23699434	23712320	12887	-	185	upstream	185	STC1
chr8	23712518	23712526	9	*	X07616	6781	23699434	23712320	12887	-	197	upstream	197	STC1
chr8	24814747	24814755	9	*	X07621	4747	24808469	24814383	5915	-	363	upstream	363	NEFL
chr8	24814758	24814800	43	*	X07622	4747	24808469	24814383	5915	-	374	upstream	374	NEFL
chr8	25315906	25315917	12	*	X07623	157313	25316513	25365425	48913	+	595	upstream	595	CDCA2
chr8	25315906	25315917	12	*	X07623	54793	25285364	25315984	30621	-	0	inside	66	KCTD9
chr8	25904338	25904346	9	*	X07627	64641	25699246	25902640	203395	-	1697	upstream	1697	EBF2
chr8	26240241	26240249	9	*	X07630	665	26240523	26270644	30122	+	273	upstream	273	BNIP3L
chr8	26240411	26240419	9	*	X07631	665	26240523	26270644	30122	+	103	upstream	103	BNIP3L
chr8	26370371	26370382	12	*	X07632	1808	26371709	26515693	143985	+	1326	upstream	1326	DPYSL2
chr8	26371765	26371773	9	*	X07633	10687	26362196	26371483	9288	-	281	upstream	281	PNMA2
chr8	26371765	26371773	9	*	X07633	1808	26371709	26515693	143985	+	0	inside	55	DPYSL2
chr8	26372314	26372323	10	*	X07634	10687	26362196	26371483	9288	-	830	upstream	830	PNMA2
chr8	26722627	26722636	10	*	X07635	148	26605667	26722922	117256	-	0	inside	285	ADRA1A
chr8	27348218	27348271	54	*	X07640	2053	27348519	27402439	53921	+	247	upstream	247	EPHX2
chr8	27472260	27472269	10	*	X07641	1191	27454434	27472328	17895	-	0	inside	58	CLU
chr8	28351675	28351690	16	*	X07662	7976	28351722	28431785	80064	+	31	upstream	31	FZD3
chr8	28746669	28746677	9	*	X07665	79618	28747911	28910242	162332	+	1233	upstream	1233	HMBOX1
chr8	29209451	29209463	13	*	X07666	1846	29190579	29208267	17689	-	1183	upstream	1183	DUSP4
chr8	29952633	29952641	9	*	X07671	23484	29952922	29995222	42301	+	280	upstream	280	LEPROTL1
chr8	29953139	29953151	13	*	X07672	23484	29952922	29995222	42301	+	0	inside	216	LEPROTL1
chr8	30515610	30515619	10	*	X07674	2961	30436031	30515738	79708	-	0	inside	118	GTF2E2
chr8	30601167	30601175	9	*	X07675	7993	30601690	30624520	22831	+	514	upstream	514	UBXN8
chr8	30892790	30892802	13	*	X07676	29942	30853321	30891231	37911	-	1558	upstream	1558	PURG
chr8	31496519	31496530	12	*	X07677	3084	31496911	32622558	1125648	+	380	upstream	380	NRG1
chr8	33342564	33342573	10	*	X07681	84549	33342685	33358778	16094	+	111	upstream	111	MAK16
chr8	33372469	33372482	14	*	X07682	80185	33330904	33370703	39800	-	1765	upstream	1765	TTI2
chr8	33424483	33424491	9	*	X07683	79845	33405273	33424643	19371	-	0	inside	151	RNF122
chr8	33457330	33457338	9	*	X07684	78986	33448854	33457439	8586	-	0	inside	100	DUSP26
chr8	33457359	33457367	9	*	X07685	78986	33448854	33457439	8586	-	0	inside	71	DUSP26
chr8	33457595	33457603	9	*	X07686	78986	33448854	33457439	8586	-	155	upstream	155	DUSP26
chr8	37594218	37594227	10	*	X07690	11160	37594097	37615319	21223	+	0	inside	120	ERLIN2
chr8	37653746	37653777	32	*	X07693	25960	37654401	37701504	47104	+	623	upstream	623	ADGRA2
chr8	38240793	38240802	10	*	X07704	54904	38132561	38239790	107230	-	1002	upstream	1002	NSD3
chr8	38854439	38854448	10	*	X07719	83877	38846327	38854041	7715	-	397	upstream	397	TM2D2
chr8	38854439	38854448	10	*	X07719	8754	38854505	38962779	108275	+	56	upstream	56	ADAM9
chr8	38854457	38854465	9	*	X07720	83877	38846327	38854041	7715	-	415	upstream	415	TM2D2
chr8	38854457	38854465	9	*	X07720	8754	38854505	38962779	108275	+	39	upstream	39	ADAM9
chr8	38854474	38854482	9	*	X07721	83877	38846327	38854041	7715	-	432	upstream	432	TM2D2
chr8	38854474	38854482	9	*	X07721	8754	38854505	38962779	108275	+	22	upstream	22	ADAM9
chr8	41435040	41435049	10	*	X07729	137964	41435707	41482520	46814	+	657	upstream	657	GPAT4
chr8	41435702	41435712	11	*	X07730	137964	41435707	41482520	46814	+	0	overlapStart	0	GPAT4
chr8	42128156	42128168	13	*	X07752	3551	42128820	42190171	61352	+	651	upstream	651	IKBKB
chr8	42195485	42195494	10	*	X07753	5423	42195973	42229331	33359	+	478	upstream	478	POLB
chr8	42249210	42249221	12	*	X07754	7419	42249279	42263455	14177	+	57	upstream	57	VDAC3
chr8	42751758	42751768	11	*	X07755	100616115	42751340	42751418	79	-	339	upstream	339	MIR4469
chr8	42751758	42751768	11	*	X07755	81790	42704780	42751866	47087	-	0	inside	97	RNF170
chr8	42751758	42751768	11	*	X07755	84376	42752033	42885682	133650	+	264	upstream	264	HOOK3
chr8	42910797	42910805	9	*	X07756	2339	42911442	42940932	29491	+	636	upstream	636	FNTA
chr8	42995076	42995084	9	*	X07757	138050	42995592	43057970	62379	+	507	upstream	507	HGSNAT
chr8	48173728	48173736	9	*	X07758	23514	48173489	48678652	505164	+	0	inside	238	SPIDR
chr8	48650767	48650775	9	*	X07763	1052	48649476	48650726	1251	-	40	upstream	40	CEBPD
chr8	48651118	48651126	9	*	X07764	1052	48649476	48650726	1251	-	391	upstream	391	CEBPD
chr8	48651214	48651223	10	*	X07765	1052	48649476	48650726	1251	-	487	upstream	487	CEBPD
chr8	48872706	48872715	10	*	X07766	4173	48872763	48890719	17957	+	47	upstream	47	MCM4
chr8	48872706	48872715	10	*	X07766	5591	48685669	48872743	187075	-	0	inside	27	PRKDC
chr8	48920874	48920883	10	*	X07767	7336	48920995	48974454	53460	+	111	upstream	111	UBE2V2
chr8	48920975	48920987	13	*	X07768	7336	48920995	48974454	53460	+	7	upstream	7	UBE2V2
chr8	49648127	49648135	9	*	X07771	79645	49623351	49647870	24520	-	256	upstream	256	EFCAB1
chr8	49648467	49648475	9	*	X07772	79645	49623351	49647870	24520	-	596	upstream	596	EFCAB1
chr8	50822293	50822301	9	*	X07774	54212	50822349	51705427	883079	+	47	upstream	47	SNTG1
chr8	55014493	55014503	11	*	X07792	10434	54958938	55014577	55640	-	0	inside	73	LYPLA1
chr8	55047730	55047738	9	*	X07793	29088	55047781	55061074	13294	+	42	upstream	42	MRPL15
chr8	57359254	57359262	9	*	X07799	5179	57353513	57359282	5770	-	0	inside	19	PENK
chr8	59323840	59323850	11	*	X07802	137886	59323823	59364060	40238	+	0	inside	16	UBXN2B
chr8	60031916	60031924	9	*	X07806	9760	59717977	60031767	313791	-	148	upstream	148	TOX
chr8	61429005	61429013	9	*	X07807	5862	61429469	61536203	106735	+	455	upstream	455	RAB2A
chr8	62200289	62200302	14	*	X07815	157807	62200525	62414204	213680	+	222	upstream	222	CLVS1
chr8	62200522	62200530	9	*	X07816	157807	62200525	62414204	213680	+	0	overlapStart	0	CLVS1
chr8	63161216	63161239	24	*	X07817	286183	63161501	63903628	742128	+	261	upstream	261	NKAIN3
chr8	63951972	63951981	10	*	X07818	8836	63927639	63951610	23972	-	361	upstream	361	GGH
chr8	63998364	63998372	9	*	X07819	7274	63972048	63998612	26565	-	0	inside	239	TTPA
chr8	65291195	65291204	10	*	X07821	406908	65291706	65291814	109	+	501	upstream	501	MIR124-2
chr8	65291519	65291527	9	*	X07822	406908	65291706	65291814	109	+	178	upstream	178	MIR124-2
chr8	66556797	66556810	14	*	X07827	9650	66556888	66622798	65911	+	77	upstream	77	MTFR1
chr8	66754564	66754575	12	*	X07830	5150	66626569	66753969	127401	-	594	upstream	594	PDE7A
chr8	67341950	67341958	9	*	X07835	100505676	67331822	67341212	9391	-	737	upstream	737	RRS1-AS1
chr8	67343605	67343616	12	*	X07836	137872	67344718	67381044	36327	+	1101	upstream	1101	ADHFE1
chr8	67525536	67525544	9	*	X07839	4603	67474410	67525480	51071	-	55	upstream	55	MYBL1
chr8	67782988	67782997	10	*	X07841	157777	67782984	67834283	51300	+	0	inside	3	MCMDC2
chr8	67874745	67874753	9	*	X07844	100129654	67858736	67874825	16090	-	0	inside	71	TCF24
chr8	68256939	68256947	9	*	X07845	10565	68085747	68255912	170166	-	1026	upstream	1026	ARFGEF1
chr8	68864128	68864190	63	*	X07846	80243	68864603	69143897	279295	+	412	upstream	412	PREX2
chr8	68864698	68864711	14	*	X07847	80243	68864603	69143897	279295	+	0	inside	94	PREX2
chr8	69243018	69243028	11	*	X07848	116328	69242957	69731258	488302	+	0	inside	60	C8orf34
chr8	69243031	69243061	31	*	X07849	116328	69242957	69731258	488302	+	0	inside	73	C8orf34
chr8	69243935	69243946	12	*	X07851	286189	69215703	69243726	28024	-	208	upstream	208	C8orf34-AS1
chr8	69244280	69244288	9	*	X07852	286189	69215703	69243726	28024	-	553	upstream	553	C8orf34-AS1
chr8	70746972	70747015	44	*	X07861	81796	70584568	70747299	162732	-	0	inside	283	SLCO5A1
chr8	70747289	70747300	12	*	X07862	81796	70584568	70747299	162732	-	0	overlapStart	0	SLCO5A1
chr8	70983779	70983787	9	*	X07868	63978	70963886	70983562	19677	-	216	upstream	216	PRDM14
chr8	70983816	70983829	14	*	X07869	63978	70963886	70983562	19677	-	253	upstream	253	PRDM14
chr8	71317498	71317506	9	*	X07872	10499	71024267	71316020	291754	-	1477	upstream	1477	NCOA2
chr8	71580927	71580935	9	*	X07873	389668	71581600	71648177	66578	+	664	upstream	664	XKR9
chr8	71581302	71581311	10	*	X07874	389668	71581600	71648177	66578	+	288	upstream	288	XKR9
chr8	71581302	71581311	10	*	X07874	51110	71549501	71581447	31947	-	0	inside	135	LACTB2
chr8	71581843	71581872	30	*	X07875	389668	71581600	71648177	66578	+	0	inside	242	XKR9
chr8	71581843	71581872	30	*	X07875	51110	71549501	71581447	31947	-	395	upstream	395	LACTB2
chr8	72274607	72274617	11	*	X07876	2138	72109668	72274467	164800	-	139	upstream	139	EYA1
chr8	72753459	72753480	22	*	X07884	100132891	72755358	72968547	213190	+	1877	upstream	1877	MSC-AS1
chr8	72754523	72754533	11	*	X07885	100132891	72755358	72968547	213190	+	824	upstream	824	MSC-AS1
chr8	72755268	72755317	50	*	X07886	100132891	72755358	72968547	213190	+	40	upstream	40	MSC-AS1
chr8	72987684	72987692	9	*	X07889	8989	72933486	72987819	54334	-	0	inside	126	TRPA1
chr8	72988096	72988142	47	*	X07890	8989	72933486	72987819	54334	-	276	upstream	276	TRPA1
chr8	73164249	73164300	52	*	X07891	392232	73117534	73163869	46336	-	379	upstream	379	LOC392232
chr8	73449468	73449477	10	*	X07892	9312	73449626	73850584	400959	+	148	upstream	148	KCNB2
chr8	74888375	74888385	11	*	X07899	54968	74888377	74895018	6642	+	0	overlapStart	0	TMEM70
chr8	75234153	75234162	10	*	X07901	56704	75146939	75233562	86624	-	590	upstream	590	JPH1
chr8	75234372	75234380	9	*	X07902	56704	75146939	75233562	86624	-	809	upstream	809	JPH1
chr8	77593190	77593200	11	*	X07909	79776	77593515	77779521	186007	+	314	upstream	314	ZFHX4
chr8	77595603	77595614	12	*	X07911	100192378	77523114	77595510	72397	-	92	upstream	92	ZFHX4-AS1
chr8	77595617	77595628	12	*	X07912	100192378	77523114	77595510	72397	-	106	upstream	106	ZFHX4-AS1
chr8	77595644	77595653	10	*	X07913	100192378	77523114	77595510	72397	-	133	upstream	133	ZFHX4-AS1
chr8	79428055	79428091	37	*	X07917	5569	79428336	79517502	89167	+	244	upstream	244	PKIA
chr8	79428094	79428103	10	*	X07918	5569	79428336	79517502	89167	+	232	upstream	232	PKIA
chr8	79717676	79717684	9	*	X07919	3574	79645007	79717758	72752	-	0	inside	73	IL7
chr8	79718012	79718013	2	*	X07920	3574	79645007	79717758	72752	-	253	upstream	253	IL7
chr8	81397779	81397787	9	*	X07930	65986	81397854	81438500	40647	+	66	upstream	66	ZBTB10
chr8	82754820	82754828	9	*	X07935	64089	82711818	82754521	42704	-	298	upstream	298	SNX16
chr8	85094746	85094755	10	*	X07936	138046	85095453	85834078	738626	+	697	upstream	697	RALYL
chr8	85095451	85095470	20	*	X07937	138046	85095453	85834078	738626	+	0	overlapStart	0	RALYL
chr8	86089260	86089268	9	*	X07940	1875	86089619	86126753	37135	+	350	upstream	350	E2F5
chr8	89339978	89340021	44	*	X07945	4325	89049460	89339717	290258	-	260	upstream	260	MMP16
chr8	89340036	89340057	22	*	X07946	4325	89049460	89339717	290258	-	318	upstream	318	MMP16
chr8	89340072	89340088	17	*	X07947	4325	89049460	89339717	290258	-	354	upstream	354	MMP16
chr8	89340696	89340707	12	*	X07948	4325	89049460	89339717	290258	-	978	upstream	978	MMP16
chr8	90996889	90996897	9	*	X07951	4683	90945564	90996899	51336	-	0	inside	1	NBN
chr8	92082423	92082434	12	*	X07955	51633	92082424	92099323	16900	+	0	overlapStart	0	OTUD6B
chr8	92082587	92082595	9	*	X07956	51633	92082424	92099323	16900	+	0	inside	162	OTUD6B
chr8	94753297	94753308	12	*	X07960	389677	94743731	94753224	9494	-	72	upstream	72	RBM12B
chr8	94930145	94930154	10	*	X07961	100616169	94928250	94928347	98	-	1797	upstream	1797	MIR378D2
chr8	95487353	95487364	12	*	X07964	25788	95384188	95487343	103156	-	9	upstream	9	RAD54B
chr8	96085472	96085480	9	*	X07965	100500907	96085139	96085224	86	-	247	upstream	247	MIR3150B
chr8	96145998	96146008	11	*	X07966	79666	96145949	96168913	22965	+	0	inside	48	PLEKHF2
chr8	97248427	97248435	9	*	X07969	7381	97238904	97247862	8959	-	564	upstream	564	UQCRB
chr8	97274565	97274576	12	*	X07970	51001	97251645	97273796	22152	-	768	upstream	768	MTERF3
chr8	98290510	98290518	9	*	X07973	85453	98285714	98290176	4463	-	333	upstream	333	TSPYL5
chr8	99439441	99439449	9	*	X07978	3788	99439250	99443023	3774	+	0	inside	190	KCNS2
chr8	99439458	99439467	10	*	X07979	3788	99439250	99443023	3774	+	0	inside	207	KCNS2
chr8	101118463	101118472	10	*	X07985	26166	100973276	101118344	145069	-	118	upstream	118	RGS22
chr8	101118841	101118851	11	*	X07986	26166	100973276	101118344	145069	-	496	upstream	496	RGS22
chr8	101734763	101734771	9	*	X07987	26986	101715144	101734315	19172	-	447	upstream	447	PABPC1
chr8	103252102	103252119	18	*	X07991	50484	103216729	103251346	34618	-	755	upstream	755	RRM2B
chr8	104426685	104426693	9	*	X07998	25879	104426942	104455680	28739	+	248	upstream	248	DCAF13
chr8	104512677	104512685	9	*	X08003	9699	104512976	105266656	753681	+	290	upstream	290	RIMS2
chr8	109261664	109261672	9	*	X08013	3646	109213972	109260959	46988	-	704	upstream	704	EIF3E
chr8	109455581	109455593	13	*	X08014	9694	109455853	109499136	43284	+	259	upstream	259	EMC2
chr8	109455746	109455760	15	*	X08015	9694	109455853	109499136	43284	+	92	upstream	92	EMC2
chr8	110345746	110345754	9	*	X08016	56943	110346552	110358189	11638	+	797	upstream	797	ENY2
chr8	110346440	110346449	10	*	X08017	56943	110346552	110358189	11638	+	102	upstream	102	ENY2
chr8	110346440	110346449	10	*	X08017	84955	110253148	110346350	93203	-	89	upstream	89	NUDCD1
chr8	110347466	110347474	9	*	X08018	84955	110253148	110346350	93203	-	1115	upstream	1115	NUDCD1
chr8	110374599	110374617	19	*	X08019	93035	110374706	110543500	168795	+	88	upstream	88	PKHD1L1
chr8	110374620	110374628	9	*	X08020	93035	110374706	110543500	168795	+	77	upstream	77	PKHD1L1
chr8	110552084	110552096	13	*	X08021	9166	110551929	110577391	25463	+	0	inside	154	EBAG9
chr8	114450734	114450763	30	*	X08027	114788	113235159	114449242	1214084	-	1491	upstream	1491	CSMD3
chr8	114450766	114450774	9	*	X08028	114788	113235159	114449242	1214084	-	1523	upstream	1523	CSMD3
chr8	114450806	114450814	9	*	X08029	114788	113235159	114449242	1214084	-	1563	upstream	1563	CSMD3
chr8	114450884	114450895	12	*	X08030	114788	113235159	114449242	1214084	-	1641	upstream	1641	CSMD3
chr8	116681735	116681752	18	*	X08034	7227	116420724	116681228	260505	-	506	upstream	506	TRPS1
chr8	117884780	117884805	26	*	X08035	644660	117886663	117889107	2445	+	1857	upstream	1857	RAD21-AS1
chr8	117887282	117887291	10	*	X08036	100500914	117886967	117887039	73	-	242	upstream	242	MIR3610
chr8	117887282	117887291	10	*	X08036	5885	117858173	117887105	28933	-	176	upstream	176	RAD21
chr8	118532477	118532485	9	*	X08037	90390	118532965	118552501	19537	+	479	upstream	479	MED30
chr8	120220491	120220499	9	*	X08040	114569	120220610	120257914	37305	+	110	upstream	110	MAL2
chr8	120428105	120428115	11	*	X08041	4856	120428552	120436678	8127	+	436	upstream	436	CCN3
chr8	121824676	121824684	9	*	X08047	6641	121547985	121824309	276325	-	366	upstream	366	SNTB1
chr8	122654140	122654166	27	*	X08049	3037	122625271	122653630	28360	-	509	upstream	509	HAS2
chr8	122654170	122654188	19	*	X08050	3037	122625271	122653630	28360	-	539	upstream	539	HAS2
chr8	122655110	122655122	13	*	X08051	3037	122625271	122653630	28360	-	1479	upstream	1479	HAS2
chr8	124286717	124286726	10	*	X08055	100533106	124238429	124286727	48299	-	0	inside	0	ZHX1-C8orf76
chr8	125385059	125385071	13	*	X08057	157378	125323159	125384940	61782	-	118	upstream	118	TMEM65
chr8	125740744	125740754	11	*	X08065	9788	125563028	125740730	177703	-	13	upstream	13	MTSS1
chr8	126103880	126103889	10	*	X08067	286053	126104083	126379367	275285	+	193	upstream	193	NSMCE2
chr8	126103880	126103889	10	*	X08067	9897	126036503	126104061	67559	-	0	inside	171	WASHC5
chr8	126442090	126442098	9	*	X08069	10221	126442563	126450644	8082	+	464	upstream	464	TRIB1
chr8	126442228	126442236	9	*	X08070	10221	126442563	126450644	8082	+	326	upstream	326	TRIB1
chr8	126442270	126442282	13	*	X08071	10221	126442563	126450644	8082	+	280	upstream	280	TRIB1
chr8	126442508	126442516	9	*	X08072	10221	126442563	126450644	8082	+	46	upstream	46	TRIB1
chr8	128806177	128806185	9	*	X08076	5820	128806803	129113499	306697	+	617	upstream	617	PVT1
chr8	133787067	133787075	9	*	X08086	51105	133787604	133861052	73449	+	528	upstream	528	PHF20L1
chr8	134309797	134309805	9	*	X08089	10397	134249414	134309547	60134	-	249	upstream	249	NDRG1
chr8	134309856	134309866	11	*	X08090	10397	134249414	134309547	60134	-	308	upstream	308	NDRG1
chr8	134310730	134310749	20	*	X08091	10397	134249414	134309547	60134	-	1182	upstream	1182	NDRG1
chr8	134583922	134583931	10	*	X08094	6482	134467091	134584183	117093	-	0	inside	251	ST3GAL1
chr8	140716316	140716328	13	*	X08102	51305	140613082	140715299	102218	-	1016	upstream	1016	KCNK9
chr8	140716345	140716362	18	*	X08103	51305	140613082	140715299	102218	-	1045	upstream	1045	KCNK9
chr8	140716365	140716394	30	*	X08104	51305	140613082	140715299	102218	-	1065	upstream	1065	KCNK9
chr8	141645645	141645654	10	*	X08109	27161	141541264	141645646	104383	-	0	overlapStart	0	AGO2
chr8	142011401	142011413	13	*	X08111	5747	141668481	142011412	342932	-	0	overlapStart	0	PTK2
chr8	142138428	142138437	10	*	X08112	22898	142138720	142205906	67187	+	282	upstream	282	DENND3
chr8	142518301	142518309	9	*	X08116	389690	142443929	142517330	73402	-	970	upstream	970	MROH5
chr8	143484565	143484573	9	*	X08117	203062	143293441	143484543	191103	-	21	upstream	21	TSNARE1
chr8	143484700	143484709	10	*	X08118	203062	143293441	143484543	191103	-	156	upstream	156	TSNARE1
chr8	143485618	143485630	13	*	X08119	203062	143293441	143484543	191103	-	1074	upstream	1074	TSNARE1
chr8	143485682	143485692	11	*	X08120	203062	143293441	143484543	191103	-	1138	upstream	1138	TSNARE1
chr8	143750583	143750629	47	*	X08130	8000	143751726	143764145	12420	+	1096	upstream	1096	PSCA
chr8	143808440	143808450	11	*	X08131	100288181	143783670	143808391	24722	-	48	upstream	48	LNCOC1
chr8	143808440	143808450	11	*	X08131	51337	143808621	143818350	9730	+	170	upstream	170	THEM6
chr8	143808860	143808869	10	*	X08132	100288181	143783670	143808391	24722	-	468	upstream	468	LNCOC1
chr8	143808860	143808869	10	*	X08132	51337	143808621	143818350	9730	+	0	inside	238	THEM6
chr8	143809073	143809082	10	*	X08133	100288181	143783670	143808391	24722	-	681	upstream	681	LNCOC1
chr8	143809197	143809206	10	*	X08134	100288181	143783670	143808391	24722	-	805	upstream	805	LNCOC1
chr8	144099678	144099686	9	*	X08136	100133669	144063448	144099807	36360	-	0	inside	120	LY6E-DT
chr8	144099678	144099686	9	*	X08136	4061	144099902	144103827	3926	+	215	upstream	215	LY6E
chr8	144100044	144100055	12	*	X08137	100133669	144063448	144099807	36360	-	236	upstream	236	LY6E-DT
chr8	144100044	144100055	12	*	X08137	4061	144099902	144103827	3926	+	0	inside	141	LY6E
chr8	144241887	144241895	9	*	X08141	4062	144239331	144242053	2723	-	0	inside	157	LY6H
chr8	144328270	144328279	10	*	X08142	286128	144328991	144359101	30111	+	711	upstream	711	ZFP41
chr8	144372177	144372189	13	*	X08143	79943	144373559	144382120	8562	+	1369	upstream	1369	ZNF696
chr8	144513536	144513547	12	*	X08146	389692	144510230	144512602	2373	-	933	upstream	933	MAFA
chr8	144623764	144623774	11	*	X08147	23144	144519825	144623620	103796	-	143	upstream	143	ZC3H3
chr8	144635591	144635599	9	*	X08148	79792	144635557	144645231	9675	+	0	inside	33	GSDMD
chr8	144678245	144678253	9	*	X08162	84948	144680074	144682485	2412	+	1820	upstream	1820	TIGD5
chr8	144679808	144679816	9	*	X08163	1936	144661867	144679845	17979	-	0	inside	28	EEF1D
chr8	144679808	144679816	9	*	X08163	84948	144680074	144682485	2412	+	257	upstream	257	TIGD5
chr8	144692057	144692065	9	*	X08164	65263	144686083	144691784	5702	-	272	upstream	272	PYCR3
chr8	144815705	144815713	9	*	X08167	100128338	144816310	144828507	12198	+	596	upstream	596	NA
chr8	144815705	144815713	9	*	X08167	100616318	144815253	144815323	71	-	381	upstream	381	MIR4664
chr8	144815705	144815713	9	*	X08167	286077	144806103	144815914	9812	-	0	inside	200	FAM83H
chr8	145150068	145150076	9	*	X08178	1537	145149942	145152428	2487	+	0	inside	125	CYC1
chr8	145515108	145515116	9	*	X08180	23246	145486056	145515120	29065	-	0	inside	3	BOP1
chr8	145515108	145515116	9	*	X08180	3297	145515270	145538385	23116	+	153	upstream	153	HSF1
chr8	145515325	145515335	11	*	X08181	23246	145486056	145515120	29065	-	204	upstream	204	BOP1
chr8	145515325	145515335	11	*	X08181	3297	145515270	145538385	23116	+	0	inside	54	HSF1
chr8	145551000	145551008	9	*	X08182	8694	145538247	145550567	12321	-	432	upstream	432	DGAT1
chr8	145581432	145581443	12	*	X08185	79581	145582217	145584948	2732	+	773	upstream	773	SLC52A2
chr8	145597693	145597703	11	*	X08186	203054	145597731	145618453	20723	+	27	upstream	27	ADCK5
chr8	145670329	145670337	9	*	X08187	4796	145654163	145669812	15650	-	516	upstream	516	TONSL
chr8	145670726	145670729	4	*	X08188	4796	145654163	145669812	15650	-	913	upstream	913	TONSL
chr8	145691036	145691045	10	*	X08189	50626	145675315	145691031	15717	-	4	upstream	4	CYHR1
chr8	145691036	145691045	10	*	X08189	90990	145691738	145699499	7762	+	692	upstream	692	KIFC2
chr8	145734057	145734066	10	*	X08191	113655	145734552	145736589	2038	+	485	upstream	485	MFSD3
chr8	145743171	145743179	9	*	X08192	9401	145736667	145743210	6544	-	0	inside	30	RECQL4
chr8	145743171	145743179	9	*	X08192	9684	145743349	145750559	7211	+	169	upstream	169	LRRC14
chr8	145752434	145752445	12	*	X08193	441381	145747761	145752416	4656	-	17	upstream	17	LRRC24
chr8	145752796	145752805	10	*	X08194	441381	145747761	145752416	4656	-	379	upstream	379	LRRC24
chr8	145980935	145980945	11	*	X08198	90987	145946294	145980970	34677	-	0	inside	24	ZNF251
chr9	841631	841640	10	*	X08209	1761	841690	969090	127401	+	49	upstream	49	DMRT1
chr9	841722	841730	9	*	X08210	1761	841690	969090	127401	+	0	inside	31	DMRT1
chr9	977086	977094	9	*	X08214	58524	976968	991732	14765	+	0	inside	117	DMRT3
chr9	2844046	2844054	9	*	X08223	9933	2804155	2844130	39976	-	0	inside	75	PUM3
chr9	3525686	3525694	9	*	X08233	5991	3224647	3525983	301337	-	0	inside	288	RFX3
chr9	4300063	4300071	9	*	X08236	169792	3824128	4300035	475908	-	27	upstream	27	GLIS3
chr9	4300210	4300247	38	*	X08237	169792	3824128	4300035	475908	-	174	upstream	174	GLIS3
chr9	4490355	4490364	10	*	X08238	6505	4490427	4587469	97043	+	62	upstream	62	SLC1A1
chr9	4490637	4490647	11	*	X08239	6505	4490427	4587469	97043	+	0	inside	209	SLC1A1
chr9	4678304	4678341	38	*	X08240	55664	4679566	4706594	27029	+	1224	upstream	1224	CDC37L1
chr9	4678571	4678581	11	*	X08241	55664	4679566	4706594	27029	+	984	upstream	984	CDC37L1
chr9	4792139	4792157	19	*	X08242	10171	4792834	4861064	68231	+	676	upstream	676	RCL1
chr9	4984805	4984814	10	*	X08243	3717	4985086	5128183	143098	+	271	upstream	271	JAK2
chr9	4985021	4985031	11	*	X08244	3717	4985086	5128183	143098	+	54	upstream	54	JAK2
chr9	5450012	5450018	7	*	X08246	29126	5450503	5470567	20065	+	484	upstream	484	CD274
chr9	5628962	5628971	10	*	X08248	57589	5629119	5776556	147438	+	147	upstream	147	RIC1
chr9	5630756	5630765	10	*	X08249	55848	5357967	5630071	272105	-	684	upstream	684	PLGRKT
chr9	6008052	6008061	10	*	X08250	158358	5919008	6008003	88996	-	48	upstream	48	KIAA2026
chr9	6413312	6413320	9	*	X08251	115426	6413151	6507051	93901	+	0	inside	160	UHRF2
chr9	6646679	6646692	14	*	X08253	2731	6532464	6645692	113229	-	986	upstream	986	GLDC
chr9	6646731	6646741	11	*	X08254	2731	6532464	6645692	113229	-	1038	upstream	1038	GLDC
chr9	13279338	13279347	10	*	X08265	8777	13105703	13279563	173861	-	0	inside	215	MPDZ
chr9	14910699	14910709	11	*	X08280	158326	14734664	14910993	176330	-	0	inside	283	FREM1
